3.226123438497662391e+03,1.189153110896483767e+01
1.918340110434486405e+03,1.100863715637653151e+01
2.518716793423047420e+03,1.150343419131036704e+01
1.198927945892138496e+03,1.229989737774119796e+01
1.130265908626817009e+03,1.196213698590211827e+01
3.775988263488423854e+03,1.101657404417516162e+01
1.673514175000090518e+03,1.102573922934848660e+01
3.619034775027885189e+03,1.106709570098182382e+01
2.678470359404579085e+03,1.101588859380527019e+01
2.915246848760142257e+03,1.166619709161665419e+01
3.823910668088809871e+03,1.104047500842570884e+01
2.932326204947351471e+03,1.106348843506794211e+01
1.261942445965110437e+03,1.118022059446757055e+01
3.790731020727011582e+03,1.110821156720457914e+01
2.803431122144240817e+03,1.100034458108511615e+01
7.476668193722182423e+02,1.118055975829627791e+01
1.827049084691067037e+03,1.100059248156239455e+01
2.922182646575649869e+03,1.100241593667604079e+01
2.736328416187764105e+03,1.100582273292426727e+01
6.593330215127808742e+02,1.109010512851012287e+01
